Customer_ID,Age,Gender,City,Annual_Income,Customer_Segment,Purchase_Frequency,Avg_Order_Value,Total_Annual_Spend,Preferred_Category,Device_Used,Payment_Method,Avg_Session_Duration_Min,Pages_Per_Session,Cart_Abandonment_Rate,Items_Returned,Return_Rate,Discount_Usage,Review_Given,Avg_Rating_Given,Days_Since_Last_Purchase,Wishlist_Items,Newsletter_Subscribed,Membership_Tier
CUST00312,29,Female,Mumbai,62686,Regular,3,1504.4,4078.16,Beauty,Mobile,Wallet,3.1,8.0,0.28,0,0.1,Rarely,1,3.7,55,18,No,None
CUST00313,29,Female,Pune,26216,Occasional,4,481.99,2071.47,Toys,Mobile,UPI,12.2,5.1,0.51,0,0.0,Always,1,4.8,89,3,Yes,None
CUST00314,47,Male,Ahmedabad,57446,Regular,10,4597.1,45845.2,Electronics,Desktop,Credit Card,5.1,3.5,0.35,1,0.14,Never,0,,105,19,Yes,None
CUST00315,23,Male,Bangalore,126100,Premium,15,710.98,11282.53,Beauty,Desktop,COD,26.3,6.1,0.23,0,0.05,Never,0,,30,13,Yes,Bronze
CUST00316,37,Female,Chennai,108667,Premium,11,1348.76,15564.64,Electronics,Mobile,Credit Card,19.0,5.1,0.32,0,0.06,Rarely,0,,13,1,Yes,Bronze
CUST00317,36,Male,Chennai,124457,Premium,16,8049.51,110554.82,Electronics,Mobile,Debit Card,5.9,5.8,0.23,0,0.06,Sometimes,1,3.5,7,20,Yes,Silver
CUST00318,29,Male,Mumbai,46331,Occasional,1,619.93,557.88,Electronics,Mobile,Debit Card,3.1,5.6,0.59,0,0.08,Sometimes,1,3.1,140,2,No,None
CUST00319,38,Male,Pune,33332,Churned,1,108.08,98.42,Grocery,Desktop,Debit Card,9.6,8.2,0.57,0,0.25,Sometimes,0,,133,5,No,None
CUST00320,23,Male,Chennai,52835,Regular,10,330.51,3352.38,Sports,Desktop,Credit Card,7.9,5.9,0.47,1,0.12,Rarely,0,,33,1,No,None
CUST00321,40,Female,Bangalore,137565,Premium,18,5278.98,112024.03,Home & Kitchen,Desktop,Debit Card,9.0,2.4,0.11,1,0.06,Rarely,0,,37,7,Yes,Silver
CUST00322,18,Female,Mumbai,49831,Occasional,3,139.85,435.68,Books,Desktop,Credit Card,11.0,9.2,0.46,0,0.11,Never,0,,197,4,No,None
CUST00323,23,Female,Chennai,112805,Premium,14,306.85,3845.79,Grocery,Mobile,Credit Card,16.1,4.7,0.41,0,0.04,Never,0,,57,20,Yes,None
CUST00324,18,Female,Chennai,104705,Premium,18,709.29,13118.97,Toys,Mobile,COD,6.5,6.0,0.25,0,0.05,Never,1,2.6,34,16,Yes,Gold
CUST00325,26,Male,Kolkata,63469,Regular,8,1275.15,8243.52,Toys,Desktop,Credit Card,1.0,5.1,0.48,1,0.14,Sometimes,1,3.5,176,16,Yes,None
CUST00326,39,Female,Ahmedabad,20359,Occasional,3,1258.08,4462.12,Clothing,Mobile,Wallet,4.2,14.6,0.43,0,0.09,Always,0,,342,4,Yes,None
CUST00327,42,Male,Kolkata,123556,Premium,12,1768.47,22677.66,Books,Mobile,UPI,17.2,6.6,0.12,0,0.08,Rarely,1,3.2,41,11,No,Gold
CUST00328,23,Female,Kolkata,36535,Occasional,2,614.5,1256.92,Toys,Mobile,Debit Card,13.6,9.3,0.49,0,0.05,Sometimes,0,,307,5,Yes,None
CUST00329,35,Male,Ahmedabad,78143,Regular,9,1175.66,8551.96,Home & Kitchen,Desktop,UPI,1.0,4.0,0.39,1,0.14,Sometimes,0,,63,18,Yes,None
CUST00330,35,Male,Mumbai,26690,Occasional,5,1261.48,5173.38,Clothing,Mobile,Credit Card,8.4,6.7,0.59,0,0.08,Rarely,1,3.8,164,3,No,None
CUST00331,30,Male,Mumbai,20095,Churned,2,149.3,303.01,Grocery,Mobile,Debit Card,2.6,7.7,0.52,0,0.21,Sometimes,0,,150,1,No,None
CUST00332,33,Male,Bangalore,57722,Regular,4,4055.19,15136.58,Electronics,Desktop,COD,9.1,1.7,0.41,0,0.13,Always,1,4.3,82,18,Yes,None
CUST00333,29,Male,Delhi,41866,Regular,5,3097.07,15153.63,Electronics,Mobile,Wallet,9.3,3.0,0.37,0,0.11,Rarely,0,,87,9,Yes,None
CUST00334,18,Male,Delhi,53249,Regular,7,681.72,4048.84,Books,Mobile,Wallet,10.9,6.2,0.27,0,0.08,Sometimes,0,,125,18,No,Silver
CUST00335,35,Male,Hyderabad,73167,Regular,6,410.47,2651.33,Books,Desktop,Wallet,13.2,8.1,0.42,0,0.09,Sometimes,0,,175,15,No,Bronze
CUST00336,22,Male,Bangalore,79149,Regular,4,393.69,1747.76,Toys,Mobile,UPI,8.2,4.1,0.31,0,0.09,Sometimes,0,,82,17,No,None
CUST00337,24,Female,Bangalore,29288,Occasional,5,459.01,2342.51,Toys,Mobile,Debit Card,9.7,1.0,0.52,0,0.06,Sometimes,0,,71,2,Yes,None
CUST00338,45,Male,Kolkata,49126,Regular,9,467.98,4436.64,Home & Kitchen,Mobile,Credit Card,12.1,9.6,0.36,0,0.08,Sometimes,1,3.1,125,13,Yes,None
CUST00339,18,Female,Bangalore,139623,Premium,11,3925.19,51237.69,Beauty,Mobile,Debit Card,7.8,2.4,0.32,0,0.07,Rarely,0,,31,16,Yes,Silver
CUST00340,42,Male,Chennai,39022,Occasional,5,283.05,1461.71,Clothing,Mobile,Wallet,9.7,6.5,0.6,0,0.08,Never,0,,255,2,Yes,Silver
CUST00341,18,Female,Hyderabad,76362,Regular,4,981.52,4399.36,Sports,Mobile,Credit Card,4.2,4.8,0.16,0,0.11,Rarely,1,4.8,155,2,Yes,Bronze
CUST00342,40,Female,Kolkata,76109,Regular,4,2678.51,11983.24,Home & Kitchen,Mobile,Credit Card,4.2,2.5,0.38,0,0.13,Sometimes,0,,108,11,Yes,None
CUST00343,43,Male,Bangalore,55651,Regular,4,1583.93,5178.98,Beauty,Mobile,Debit Card,11.3,10.3,0.17,0,0.1,Rarely,0,,75,9,Yes,None
CUST00344,25,Male,Kolkata,94834,Premium,10,4074.7,34828.81,Clothing,Tablet,Credit Card,14.5,4.7,0.28,0,0.03,Rarely,0,,33,20,Yes,Gold
CUST00345,30,Female,Hyderabad,36793,Regular,4,392.86,1302.49,Grocery,Mobile,Credit Card,2.0,5.7,0.43,0,0.13,Sometimes,0,,104,4,Yes,Silver
CUST00346,18,Female,Bangalore,39113,Regular,5,189.62,1134.85,Books,Mobile,Credit Card,10.3,6.9,0.38,0,0.11,Rarely,0,,146,17,No,Bronze
CUST00347,47,Male,Mumbai,31848,Churned,2,408.67,837.45,Toys,Tablet,Debit Card,8.2,1.0,0.6,0,0.16,Never,0,,187,3,No,None
CUST00348,26,Male,Hyderabad,102336,Premium,19,369.8,7147.4,Grocery,Mobile,Debit Card,11.0,1.0,0.2,0,0.05,Always,0,,15,15,No,Silver
CUST00349,34,Female,Bangalore,27022,Occasional,4,172.31,720.17,Books,Mobile,UPI,1.0,2.8,0.64,0,0.08,Always,1,5.0,211,4,No,None
CUST00350,22,Male,Bangalore,25645,Churned,2,578.52,955.49,Home & Kitchen,Desktop,Credit Card,7.7,3.8,0.67,0,0.26,Sometimes,1,4.2,143,0,No,Bronze
CUST00351,18,Female,Mumbai,72631,Regular,4,2334.27,9373.68,Clothing,Mobile,COD,6.9,10.3,0.31,0,0.07,Rarely,1,3.9,145,3,No,None
CUST00352,53,Female,Delhi,74410,Regular,4,1104.33,4141.89,Toys,Desktop,Debit Card,6.7,3.3,0.26,0,0.08,Rarely,0,,66,1,No,None
CUST00353,35,Male,Delhi,22638,Occasional,4,221.9,939.23,Grocery,Desktop,UPI,7.5,4.5,0.54,0,0.1,Rarely,1,3.4,276,0,Yes,None
CUST00354,32,Female,Bangalore,75994,Regular,8,3442.28,29410.8,Electronics,Mobile,Debit Card,12.3,5.3,0.45,1,0.2,Always,0,,148,19,No,Silver
CUST00355,33,Female,Mumbai,66388,Regular,7,1725.09,12796.94,Electronics,Mobile,Credit Card,3.5,8.1,0.36,0,0.08,Rarely,0,,141,5,Yes,Bronze
CUST00356,29,Female,Kolkata,29290,Occasional,1,177.78,148.79,Grocery,Desktop,COD,8.9,1.1,0.56,0,0.07,Sometimes,1,3.5,266,2,Yes,None
CUST00357,18,Male,Chennai,109329,Premium,12,904.79,10834.69,Grocery,Mobile,Wallet,17.2,5.9,0.27,1,0.1,Never,0,,49,10,No,Gold
CUST00358,27,Male,Pune,20275,Churned,2,141.76,240.37,Beauty,Mobile,Debit Card,8.2,2.9,0.71,0,0.21,Sometimes,0,,345,1,No,None
CUST00359,18,Male,Delhi,41948,Occasional,4,437.47,1812.7,Books,Mobile,Credit Card,6.0,6.0,0.51,0,0.13,Always,0,,135,3,Yes,None
CUST00360,38,Female,Mumbai,65545,Regular,6,2399.23,11541.15,Clothing,Mobile,COD,14.0,5.2,0.34,0,0.13,Always,0,,160,0,No,Bronze
CUST00361,43,Female,Ahmedabad,48609,Occasional,4,2590.57,11318.73,Electronics,Mobile,COD,17.6,7.7,0.54,0,0.08,Rarely,0,,200,4,No,None
CUST00362,33,Male,Pune,40913,Occasional,3,657.82,2303.83,Clothing,Desktop,Debit Card,5.8,6.5,0.64,0,0.09,Sometimes,0,,177,1,No,None
CUST00363,30,Female,Kolkata,131193,Premium,10,5409.98,44084.99,Sports,Mobile,Debit Card,14.4,9.8,0.03,0,0.05,Never,0,,43,15,Yes,Silver
CUST00364,43,Male,Delhi,36672,Regular,8,6554.93,60075.26,Electronics,Desktop,Debit Card,5.4,1.0,0.44,1,0.15,Sometimes,1,5.0,61,18,No,Silver
CUST00365,41,Female,Mumbai,47275,Occasional,1,1462.36,1726.35,Clothing,Mobile,UPI,7.0,3.6,0.58,0,0.1,Always,0,,295,4,Yes,Gold
CUST00366,25,Female,Chennai,27248,Occasional,3,154.22,373.79,Books,Mobile,Wallet,9.8,6.1,0.53,0,0.06,Sometimes,1,3.8,147,4,Yes,None
CUST00367,39,Female,Delhi,78031,Regular,10,1397.89,12975.53,Sports,Desktop,Credit Card,8.7,6.8,0.36,1,0.11,Sometimes,0,,139,5,Yes,None
CUST00368,18,Female,Hyderabad,126621,Premium,10,5757.83,57644.87,Home & Kitchen,Mobile,UPI,10.3,3.9,0.25,0,0.02,Sometimes,1,3.9,59,12,No,Silver
CUST00369,40,Male,Chennai,27954,Occasional,5,334.66,1543.69,Clothing,Tablet,COD,8.7,9.0,0.64,0,0.06,Sometimes,0,,363,4,No,None
CUST00370,33,Other,Hyderabad,139265,Premium,19,2241.85,36524.83,Clothing,Mobile,Debit Card,12.4,9.8,0.25,0,0.03,Always,0,,32,17,Yes,Bronze
CUST00371,34,Female,Kolkata,30079,Churned,2,566.37,1183.38,Beauty,Mobile,Debit Card,17.0,11.3,0.76,0,0.2,Never,0,,337,2,No,None
CUST00372,33,Male,Kolkata,31044,Occasional,1,443.9,358.44,Clothing,Desktop,UPI,7.5,4.3,0.61,0,0.09,Rarely,0,,63,1,No,None
CUST00373,34,Male,Kolkata,29046,Occasional,1,424.41,417.68,Books,Mobile,Debit Card,6.6,6.2,0.53,0,0.05,Rarely,1,4.5,35,3,No,Silver
CUST00374,32,Female,Mumbai,141413,Premium,20,1914.53,30772.0,Books,Mobile,COD,1.0,7.2,0.02,0,0.04,Never,0,,32,7,Yes,Bronze
CUST00375,43,Female,Chennai,54212,Regular,6,214.99,1344.11,Toys,Desktop,COD,6.0,6.3,0.39,0,0.11,Always,1,4.5,89,15,Yes,None
CUST00376,33,Female,Chennai,58180,Regular,7,640.06,3694.53,Books,Desktop,COD,7.7,6.0,0.29,0,0.11,Always,0,,130,0,Yes,Bronze
CUST00377,41,Other,Bangalore,76403,Regular,10,1279.14,11818.66,Home & Kitchen,Desktop,COD,12.2,3.5,0.22,1,0.17,Never,0,,118,5,No,Gold
CUST00378,25,Male,Hyderabad,21648,Occasional,2,4142.13,8386.75,Electronics,Desktop,Debit Card,6.9,1.5,0.41,0,0.05,Rarely,0,,343,5,No,None
CUST00379,30,Female,Kolkata,60664,Regular,4,7178.71,28266.48,Electronics,Mobile,UPI,10.7,3.0,0.25,0,0.11,Always,1,3.7,82,8,Yes,None
CUST00380,50,Male,Chennai,47474,Regular,6,2383.05,16145.06,Home & Kitchen,Desktop,Wallet,7.9,2.4,0.44,0,0.15,Never,1,4.8,72,13,No,Bronze
CUST00381,26,Male,Kolkata,65115,Regular,7,338.74,2841.62,Clothing,Desktop,Debit Card,3.8,4.1,0.29,1,0.16,Never,0,,59,13,No,None
CUST00382,29,Male,Kolkata,40670,Regular,10,1432.63,12942.53,Clothing,Desktop,Credit Card,8.5,8.0,0.31,0,0.09,Sometimes,0,,163,16,No,None
CUST00383,30,Male,Kolkata,25275,Occasional,4,1964.44,9207.98,Electronics,Mobile,COD,6.8,5.8,0.48,0,0.11,Sometimes,0,,53,2,Yes,None
CUST00384,25,Female,Bangalore,45441,Occasional,1,917.95,911.64,Beauty,Desktop,Credit Card,8.9,2.8,0.63,0,0.05,Sometimes,0,,307,1,Yes,Bronze
CUST00385,25,Female,Chennai,37289,Regular,6,1993.06,9693.64,Electronics,Mobile,COD,15.5,3.8,0.39,0,0.11,Never,1,3.8,87,6,No,None
CUST00386,25,Female,Pune,64839,Regular,10,960.85,8841.42,Toys,Mobile,Debit Card,11.7,3.2,0.31,0,0.09,Rarely,0,,109,11,No,Silver
CUST00387,41,Female,Mumbai,57196,Regular,6,3432.97,18915.81,Sports,Desktop,COD,8.6,5.1,0.38,0,0.11,Never,0,,86,5,Yes,None
CUST00388,48,Female,Delhi,43786,Occasional,3,3124.88,9641.39,Electronics,Mobile,Credit Card,7.3,7.9,0.53,0,0.08,Never,0,,224,3,Yes,None
CUST00389,38,Male,Hyderabad,46899,Occasional,3,1717.22,4804.42,Electronics,Desktop,Debit Card,6.7,4.6,0.46,0,0.08,Rarely,1,3.9,127,1,No,None
CUST00390,23,Female,Kolkata,51487,Regular,9,427.68,4114.09,Books,Desktop,Credit Card,7.7,4.1,0.37,0,0.1,Sometimes,0,,112,18,Yes,Bronze
CUST00391,29,Male,Ahmedabad,58382,Regular,8,578.5,4037.85,Books,Mobile,UPI,4.3,7.0,0.29,1,0.17,Sometimes,0,,87,3,Yes,None
CUST00392,36,Female,Mumbai,43343,Churned,1,1665.45,1966.94,Electronics,Mobile,Credit Card,8.5,3.3,0.67,0,0.12,Sometimes,0,,351,2,No,Bronze
CUST00393,39,Male,Kolkata,65804,Regular,8,7561.86,62136.5,Electronics,Mobile,Credit Card,10.9,8.1,0.45,1,0.14,Sometimes,0,,30,19,No,None
CUST00394,39,Male,Hyderabad,50755,Regular,3,5370.15,15778.49,Electronics,Mobile,UPI,4.8,1.0,0.31,0,0.07,Always,0,,115,9,No,Bronze
CUST00395,35,Male,Bangalore,20776,Occasional,4,1549.11,5839.33,Sports,Mobile,COD,2.3,6.6,0.61,0,0.11,Sometimes,1,3.3,119,4,Yes,Bronze
CUST00396,27,Female,Kolkata,63235,Regular,7,346.58,2902.2,Books,Mobile,Credit Card,16.2,3.9,0.38,0,0.11,Rarely,1,2.4,151,20,Yes,None
CUST00397,31,Male,Pune,29607,Occasional,4,154.51,585.07,Books,Desktop,Credit Card,12.5,5.6,0.55,0,0.11,Never,1,2.4,111,0,Yes,None
CUST00398,23,Male,Hyderabad,27407,Churned,1,61.25,65.31,Grocery,Mobile,Debit Card,13.5,11.2,0.79,0,0.22,Never,1,4.9,73,2,Yes,None
CUST00399,25,Other,Bangalore,51105,Regular,8,2390.74,20624.83,Home & Kitchen,Mobile,UPI,3.9,4.3,0.34,1,0.16,Always,1,2.6,136,9,No,Silver
CUST00400,18,Male,Mumbai,43051,Occasional,3,1137.84,3691.68,Clothing,Mobile,Credit Card,10.5,6.4,0.67,0,0.11,Sometimes,1,3.3,308,1,Yes,None
CUST00401,37,Male,Hyderabad,43552,Regular,10,1474.45,15548.64,Clothing,Mobile,Debit Card,3.2,8.3,0.23,1,0.12,Sometimes,0,,45,2,Yes,None
CUST00402,29,Female,Chennai,82831,Premium,13,428.35,5512.55,Books,Tablet,UPI,5.7,5.4,0.07,0,0.06,Sometimes,0,,59,18,No,Gold
CUST00403,33,Female,Bangalore,34254,Occasional,2,1305.21,2309.9,Clothing,Tablet,Wallet,11.1,5.5,0.51,0,0.05,Never,0,,176,5,Yes,None
CUST00404,32,Female,Hyderabad,76441,Regular,6,468.14,3074.04,Home & Kitchen,Tablet,Wallet,9.1,1.0,0.44,0,0.15,Never,1,3.2,123,15,Yes,Silver
CUST00405,21,Male,Delhi,46478,Regular,5,1373.29,6111.41,Clothing,Mobile,COD,4.7,5.1,0.34,0,0.15,Rarely,1,4.7,91,8,No,Silver
CUST00406,39,Male,Delhi,27532,Churned,1,203.01,184.54,Beauty,Desktop,Debit Card,7.2,2.7,0.65,0,0.22,Always,0,,43,1,Yes,None
CUST00407,23,Female,Kolkata,26559,Occasional,4,343.5,1244.14,Books,Mobile,Wallet,8.4,6.7,0.48,0,0.02,Rarely,0,,43,2,Yes,Bronze
CUST00408,34,Other,Pune,138712,Premium,10,4154.42,44938.26,Home & Kitchen,Tablet,COD,1.4,8.8,0.08,0,0.09,Rarely,0,,30,0,Yes,None
CUST00409,24,Male,Delhi,49282,Regular,7,381.29,2433.28,Clothing,Desktop,Debit Card,9.3,9.1,0.48,0,0.11,Always,0,,131,11,Yes,None
CUST00410,52,Female,Bangalore,22462,Occasional,1,899.89,1031.27,Toys,Mobile,UPI,11.6,1.8,0.5,0,0.01,Sometimes,1,4.0,77,2,Yes,None
CUST00411,34,Male,Ahmedabad,44707,Occasional,3,509.53,1661.74,Clothing,Mobile,Credit Card,7.4,5.4,0.68,0,0.08,Never,1,4.2,221,0,No,None
CUST00412,18,Female,Mumbai,30771,Occasional,3,1191.44,3541.8,Clothing,Mobile,COD,6.2,8.5,0.55,0,0.08,Always,0,,254,5,No,None
CUST00413,35,Male,Pune,65226,Regular,4,556.72,2477.91,Clothing,Desktop,Debit Card,11.3,7.6,0.34,0,0.12,Never,0,,118,5,Yes,None
CUST00414,33,Male,Kolkata,41245,Occasional,3,660.88,2033.52,Clothing,Tablet,UPI,14.0,2.8,0.6,0,0.12,Rarely,0,,109,5,Yes,Bronze
CUST00415,29,Female,Delhi,36216,Churned,1,1156.17,1112.12,Sports,Mobile,Credit Card,5.3,5.6,0.83,0,0.16,Always,0,,62,0,No,Silver
CUST00416,43,Male,Chennai,32054,Churned,1,131.62,125.76,Grocery,Desktop,Credit Card,8.1,3.2,0.63,0,0.21,Rarely,0,,332,1,No,Silver
CUST00417,36,Male,Delhi,39085,Regular,9,2076.12,17692.59,Clothing,Desktop,Debit Card,8.7,6.7,0.39,0,0.11,Sometimes,1,5.0,81,12,Yes,None
CUST00418,22,Female,Hyderabad,62506,Regular,6,2083.22,11723.36,Home & Kitchen,Mobile,Wallet,3.3,5.3,0.36,0,0.13,Sometimes,0,,166,8,No,None
CUST00419,37,Female,Bangalore,37913,Occasional,5,1717.61,9689.48,Home & Kitchen,Desktop,Credit Card,5.9,4.7,0.49,0,0.12,Never,1,3.5,103,5,Yes,None
CUST00420,34,Female,Kolkata,68229,Regular,9,3310.52,32229.05,Sports,Desktop,Debit Card,14.1,3.9,0.39,1,0.12,Sometimes,0,,156,2,Yes,None
CUST00421,25,Other,Mumbai,128156,Premium,17,3051.26,59048.48,Beauty,Mobile,UPI,9.3,1.5,0.38,1,0.06,Never,0,,25,9,No,Silver
CUST00422,35,Female,Ahmedabad,40187,Occasional,1,1062.12,976.82,Clothing,Desktop,UPI,16.2,4.5,0.57,0,0.06,Rarely,0,,237,4,No,None
CUST00423,18,Male,Bangalore,83006,Premium,12,1246.93,16345.84,Books,Mobile,Credit Card,1.9,2.2,0.18,0,0.08,Rarely,1,3.6,32,12,No,Gold
CUST00424,34,Male,Delhi,35633,Churned,2,287.06,475.88,Beauty,Desktop,UPI,11.4,5.4,0.7,0,0.15,Rarely,1,3.1,288,0,Yes,None
CUST00425,37,Female,Bangalore,20772,Churned,2,326.36,750.68,Sports,Mobile,Credit Card,14.0,5.5,0.78,0,0.26,Rarely,0,,198,1,No,None
CUST00426,28,Female,Ahmedabad,59487,Regular,6,1088.49,6366.41,Clothing,Mobile,UPI,10.3,3.8,0.48,0,0.15,Rarely,0,,58,8,Yes,None
CUST00427,18,Other,Chennai,57435,Regular,6,2226.46,15720.16,Clothing,Desktop,Wallet,8.8,2.7,0.24,0,0.12,Rarely,0,,154,4,Yes,Gold
CUST00428,33,Male,Mumbai,26182,Churned,1,129.34,128.91,Beauty,Desktop,Credit Card,1.0,7.4,0.68,0,0.26,Sometimes,1,2.4,111,2,No,None
CUST00429,36,Female,Ahmedabad,40253,Occasional,3,893.6,2771.45,Beauty,Mobile,Debit Card,4.5,1.0,0.45,0,0.09,Sometimes,1,3.0,346,3,Yes,None
CUST00430,43,Male,Kolkata,57857,Regular,5,444.78,2656.99,Clothing,Desktop,COD,15.7,9.0,0.29,0,0.12,Rarely,0,,178,16,Yes,Bronze
CUST00431,18,Female,Pune,142135,Premium,19,9118.42,197166.09,Electronics,Mobile,Wallet,12.6,11.2,0.19,1,0.06,Never,0,,31,11,Yes,Bronze
CUST00432,31,Male,Delhi,49639,Regular,3,712.03,2546.7,Clothing,Mobile,Wallet,6.3,5.2,0.38,0,0.09,Always,0,,165,7,No,Gold
CUST00433,42,Female,Mumbai,49174,Occasional,5,989.88,4611.38,Home & Kitchen,Desktop,UPI,1.0,5.9,0.57,0,0.09,Always,1,3.5,145,5,No,Bronze
CUST00434,31,Male,Bangalore,40233,Regular,10,2412.56,27064.88,Sports,Mobile,Debit Card,11.3,1.0,0.42,1,0.11,Never,1,3.6,136,3,No,Gold
CUST00435,38,Male,Bangalore,64480,Regular,8,5386.13,36324.58,Electronics,Mobile,Debit Card,12.0,5.1,0.37,1,0.21,Sometimes,1,4.8,107,0,No,None
CUST00436,31,Male,Delhi,63716,Regular,10,3235.6,33820.05,Electronics,Mobile,Wallet,8.3,4.7,0.28,1,0.15,Rarely,0,,148,7,Yes,None
CUST00437,31,Male,Delhi,139075,Premium,19,3312.47,52307.65,Beauty,Mobile,UPI,15.0,5.4,0.34,1,0.07,Rarely,0,,60,20,No,Bronze
CUST00438,19,Female,Delhi,62370,Regular,4,477.87,1814.54,Clothing,Mobile,Credit Card,9.2,6.5,0.33,0,0.13,Never,1,3.0,106,6,No,Bronze
CUST00439,34,Female,Chennai,18036,Churned,2,1510.63,3282.07,Electronics,Tablet,Debit Card,7.2,8.0,0.71,0,0.26,Sometimes,0,,66,1,No,Bronze
CUST00440,27,Female,Delhi,36827,Regular,8,2001.4,14408.97,Home & Kitchen,Mobile,UPI,7.2,3.0,0.46,1,0.16,Never,0,,126,4,Yes,Bronze
CUST00441,31,Female,Chennai,34962,Churned,2,668.83,1592.75,Clothing,Mobile,Credit Card,11.8,1.9,0.56,0,0.22,Always,1,4.5,101,0,No,Bronze
CUST00442,42,Male,Chennai,143897,Premium,16,1563.71,25047.51,Clothing,Mobile,UPI,20.3,1.5,0.14,0,0.06,Sometimes,0,,22,17,Yes,Silver
CUST00443,48,Male,Pune,37256,Occasional,5,866.36,3546.03,Beauty,Desktop,Debit Card,1.3,7.4,0.65,0,0.07,Always,0,,222,2,Yes,None
CUST00444,46,Male,Mumbai,60449,Regular,9,1068.76,10427.76,Clothing,Tablet,UPI,11.7,9.0,0.38,0,0.08,Rarely,0,,172,5,No,None
CUST00445,29,Male,Ahmedabad,35659,Occasional,5,218.88,895.68,Beauty,Tablet,Wallet,9.3,6.3,0.52,0,0.08,Sometimes,1,3.5,240,5,Yes,None
CUST00446,37,Female,Delhi,62923,Regular,9,2542.74,24561.61,Electronics,Mobile,UPI,8.0,3.1,0.4,1,0.14,Sometimes,0,,48,18,No,Bronze
CUST00447,28,Female,Chennai,46437,Occasional,3,224.05,540.8,Books,Mobile,UPI,9.9,7.3,0.51,0,0.05,Sometimes,0,,181,4,No,None
CUST00448,24,Male,Ahmedabad,39294,Regular,4,567.08,2585.17,Books,Mobile,UPI,11.9,9.1,0.29,0,0.12,Rarely,1,4.3,104,16,No,Bronze
CUST00449,29,Female,Mumbai,41835,Churned,1,410.44,481.98,Home & Kitchen,Desktop,Debit Card,8.1,4.9,0.63,0,0.19,Rarely,0,,200,3,No,None
CUST00450,35,Male,Ahmedabad,140559,Premium,14,2652.69,32004.82,Toys,Mobile,UPI,18.2,5.3,0.21,1,0.1,Sometimes,1,4.6,10,16,Yes,Silver
CUST00451,31,Female,Delhi,40873,Churned,2,102.28,187.06,Grocery,Desktop,Debit Card,2.0,7.9,0.67,0,0.22,Sometimes,1,4.5,181,1,No,Bronze
CUST00452,36,Male,Mumbai,104111,Premium,11,4070.39,39088.88,Clothing,Mobile,Credit Card,16.9,5.6,0.25,0,0.05,Never,0,,19,20,No,Gold
CUST00453,26,Other,Delhi,29065,Occasional,4,1795.45,7344.73,Home & Kitchen,Mobile,Debit Card,13.8,6.8,0.45,0,0.08,Never,0,,300,2,Yes,Silver
CUST00454,37,Male,Hyderabad,60668,Regular,10,2207.93,24157.23,Clothing,Mobile,Wallet,10.5,6.6,0.44,1,0.12,Never,0,,56,11,Yes,None
CUST00455,27,Male,Pune,62660,Regular,8,427.31,2901.35,Clothing,Desktop,Debit Card,16.2,1.0,0.28,1,0.13,Always,1,3.9,122,6,Yes,Bronze
CUST00456,33,Male,Pune,22148,Occasional,2,1103.96,2433.61,Electronics,Mobile,Wallet,5.8,1.0,0.63,0,0.06,Rarely,0,,286,3,No,Bronze
CUST00457,50,Female,Ahmedabad,35521,Occasional,2,1057.85,2421.2,Clothing,Mobile,COD,9.5,6.6,0.61,0,0.03,Rarely,1,5.0,122,5,No,Silver
CUST00458,18,Female,Chennai,33961,Churned,1,1285.0,1139.97,Electronics,Mobile,Debit Card,11.4,6.6,0.68,0,0.17,Sometimes,0,,210,5,No,None
CUST00459,32,Female,Pune,35622,Churned,1,106.33,113.78,Toys,Mobile,Debit Card,1.0,5.9,0.66,0,0.21,Rarely,1,4.8,228,1,No,None
CUST00460,21,Male,Mumbai,81095,Premium,16,3603.47,65174.91,Electronics,Desktop,Credit Card,13.4,4.0,0.17,0,0.04,Rarely,1,5.0,36,11,Yes,Silver
CUST00461,18,Female,Mumbai,20450,Occasional,2,609.05,1235.18,Clothing,Mobile,Debit Card,6.3,10.4,0.62,0,0.13,Rarely,0,,227,2,Yes,None
CUST00462,38,Male,Pune,40630,Occasional,5,553.42,3312.1,Clothing,Mobile,UPI,5.7,1.4,0.55,0,0.08,Always,1,3.6,196,2,Yes,None
CUST00463,35,Female,Delhi,20189,Occasional,1,1656.18,1607.94,Home & Kitchen,Mobile,Credit Card,3.6,6.4,0.62,0,0.08,Sometimes,1,3.5,165,0,Yes,Bronze
CUST00464,36,Male,Delhi,76416,Regular,3,805.15,2601.75,Electronics,Mobile,COD,12.6,10.0,0.42,0,0.12,Always,0,,97,13,Yes,None
CUST00465,41,Female,Mumbai,68759,Regular,5,462.11,2352.51,Books,Desktop,UPI,8.1,2.8,0.24,0,0.15,Always,0,,51,9,Yes,Silver
CUST00466,18,Female,Kolkata,20455,Churned,1,340.84,394.0,Beauty,Desktop,UPI,7.9,9.0,0.64,0,0.23,Rarely,1,3.1,341,4,Yes,None
CUST00467,46,Female,Hyderabad,144094,Premium,15,555.44,6851.02,Grocery,Mobile,Debit Card,15.8,6.3,0.16,1,0.07,Rarely,1,3.7,16,9,No,Silver
CUST00468,36,Female,Mumbai,32311,Occasional,4,1047.51,3645.92,Clothing,Desktop,Debit Card,8.8,2.6,0.5,0,0.04,Rarely,1,4.0,346,5,No,None
